CompanyName,CompanyAlias,CompanyEntityId,Termination_Probability,Risk_Level,Actual_Status
First Security Bank,0,284845,0.418442,Medium,Active
"Financial Integrity Resource Management, LLC",0,291887,0.418442,Medium,Active
"The Baldwin Group Wealth Advisers, LLC",0,604642,0.418442,Medium,Active
Preferred Pensions LLC,0,102939,0.418442,Medium,Active
First Tennessee Brokerage,0,117281,0.418442,Medium,Terminated
First Western Advisors,0,102050,0.418442,Medium,Terminated
EBS Capstone Financial,0,114728,0.418442,Medium,Terminated
"Financial Technology, Inc.",0,108972,0.418442,Medium,Terminated
Capital One Wealth and Asset Management,0,108389,0.418442,Medium,Terminated
Cafaro Greenleaf|Carroll Consultants,0,112909,0.418442,Medium,Terminated
Arthur J. Gallagher,0,111382,0.418442,Medium,Terminated
BCI Group,0,103888,0.418442,Medium,Terminated
"The BlackOak Group, LLC",0,160196,0.418442,Medium,Active
"The Financial Resource Center, Inc.",0,129910,0.418442,Medium,Active
Accelerate Retirement - Eric Carlson,0,531191,0.418442,Medium,Active
Risen Son Financial,0,385791,0.418442,Medium,Active
"Hantz Financial Services, Inc",0,274194,0.418442,Medium,Active
Magis Advisory Group,0,410553,0.418442,Medium,Active
"The Baldwin Group Wealth Advisers, LLC",0,604642,0.418442,Medium,Active
The LBL Group,0,107277,0.418442,Medium,Terminated
"Harezlak Financial Group, LLC",0,175366,0.418442,Medium,Terminated
Your Wealth Partners,0,134582,0.418442,Medium,Terminated
"Wells Fargo Advisors, LLC",0,135370,0.418442,Medium,Terminated
Water Street Financial,0,213424,0.418442,Medium,Terminated
Waypoint Financial Advisors,0,181318,0.418442,Medium,Active
"Spay & Associates, Inc.",0,117559,0.418442,Medium,Active
Woodruff-Sawyer,0,577874,0.418442,Medium,Active
MassMutual Oklahoma,0,186930,0.418442,Medium,Terminated
MassMutual.,0,124780,0.418442,Medium,Terminated
MetLife Pension Resource Center,0,133454,0.418442,Medium,Terminated
"MHS Advisory Group, LLC",0,111488,0.418442,Medium,Terminated
Park Avenue Partners,0,126375,0.418442,Medium,Terminated
Pilot Employee Benefits,0,106510,0.418442,Medium,Terminated
"Premier Wealth Management, Inc.",0,116638,0.418442,Medium,Terminated
"Presidium Retirement Advisers, Inc",0,142092,0.418442,Medium,Terminated
Principal Resource Group,0,177306,0.418442,Medium,Terminated
Evolve Advisor Group,0,164987,0.40469903,Medium,Active
OneDigital | Retirement Services,0,109589,0.40051633,Medium,Active
Odyssey Financial Group,0,538568,0.40051633,Medium,Active
OneDigital | Retirement Services,0,109589,0.40051633,Medium,Active
Collective Advisors,0,102996,0.39471313,Medium,Active
"Advanced Strategies Group, LLC",0,168436,0.39471313,Medium,Active
"WestHill Financial Advisors, Inc.",0,107127,0.39471313,Medium,Active
"WestHill Financial Advisors, Inc.",0,107127,0.39471313,Medium,Active
Argent Trust Company,0,475179,0.39471313,Medium,Active
AHT,0,123136,0.39471313,Medium,Active
The Hodge Williams Group (aka The HWH Group),0,390636,0.39471313,Medium,Active
Collective Advisors,0,102996,0.39471313,Medium,Active
Correct Capital Wealth Management,0,691613,0.39471313,Medium,Active
Principal Financial Group- Matt Neff,0,116389,0.39471313,Medium,Outstanding
Ironwood Retirement Plan Consultants,0,105471,0.39471313,Medium,Active
"ProEast Asset Management, LLC",0,371533,0.39471313,Medium,Active
Clearview Wealth Partners,0,167373,0.39471313,Medium,Active
Creighton Retirement Partners,0,161164,0.39471313,Medium,Active
Cormac Benefits Group,0,129831,0.39471313,Medium,Outstanding
Correct Capital Wealth Management,0,691613,0.39471313,Medium,Active
The Pension Professionals,0,115154,0.39471313,Medium,Active
Oakbourne Advisors,0,431152,0.39471313,Medium,Active
"Benefit Planning Specialist, Inc.",0,112889,0.39471313,Medium,Active
The Hodge Williams Group (aka The HWH Group),0,390636,0.39471313,Medium,Active
The Smith & Colangelo Group,0,404722,0.39471313,Medium,Active
Risen Son Financial,0,385791,0.39471313,Medium,Active
"M. E. Allison & Co., Inc.",0,532005,0.39471313,Medium,Active
"Williams Group, LLC",0,185021,0.39471313,Medium,Outstanding
"Legacy Executive Benefits, LLC",0,116355,0.39471313,Medium,Active
"Advanced Strategies Group, LLC",0,168436,0.39471313,Medium,Active
NewSquare Capital,0,161231,0.39471313,Medium,Active
AHT,0,123136,0.39471313,Medium,Active
Argent Trust Company,0,475179,0.39471313,Medium,Active
OneDigital Investment Advisors LLC,0,232089,0.39471313,Medium,Active
Dewhurst Wealth Management,0,458691,0.39471313,Medium,Active
Dewhurst Wealth Management,0,458691,0.39471313,Medium,Active
"Dravo Bay, LLC DBA Blue Rock Financial Group",0,507942,0.39471313,Medium,Active
"Schwendeman Agency, Inc.",0,106930,0.39471313,Medium,Active
"Financial Integrity Resource Management, LLC",0,291887,0.39471313,Medium,Active
12 point Custom Scoring Sample,0,638297,0.39471313,Medium,Active
"Mosaic Capital Group, LLC",0,342525,0.39471313,Medium,Active
"GFS Wealth Management Advisors, Inc.",0,105083,0.39471313,Medium,Active
Midlands Financial,0,242077,0.39471313,Medium,Active
Heartland Financial Resource Group,0,653182,0.39471313,Medium,Active
"Karr Barth Administrators, Inc.",0,107862,0.39471313,Medium,Active
"LBG Advisors, LLC",0,136186,0.39471313,Medium,Active
"Jacobs, Coolidge & Company, LLC",0,383140,0.39471313,Medium,Active
Ameritas Investment Company,0,721255,0.39471313,Medium,Active
Clearview Wealth Partners,0,167373,0.39471313,Medium,Active
AdvisorySouth,0,113517,0.39471313,Medium,Active
Newport Capital Custom Scoring,0,761589,0.39471313,Medium,Active
Pendleton Financial,0,586374,0.39471313,Medium,Active
Duncan Williams Asset Management,0,663798,0.39471313,Medium,Active
"Parallel Advisors, LLC",0,218399,0.39471313,Medium,Active
NewSquare Capital,0,161231,0.39471313,Medium,Active
NFP,0,249039,0.39471313,Medium,Active
Argent Trust Company,0,475179,0.39471313,Medium,Active
Stephens Capital Management,0,664544,0.39471313,Medium,Active
Argent Trust Company,0,475179,0.39471313,Medium,Active
Northwestern Mutual,0,328942,0.39471313,Medium,Active
Oakbourne Advisors,0,431152,0.39471313,Medium,Active
"Beacon Pointe Advisors, LLC",0,733873,0.39471313,Medium,Active
"Pinnacle Pension Consultants, LLC",0,115008,0.39471313,Medium,Active
BOK Financial,0,194137,0.39471313,Medium,Active
RCM Wealth Advisors,0,450344,0.39471313,Medium,Active
RCM Wealth Advisors,0,450344,0.39471313,Medium,Active
RPS Retirement Plan Advisors,0,569337,0.39471313,Medium,Active
"American Community Wealth Management, LLC",0,380406,0.37294152,Medium,Active
Pronghorn Wealth Management,0,655753,0.37294152,Medium,Active
Alegria Asset Management,0,129811,0.37294152,Medium,Active
Retirement Plan Solutions,0,550650,0.37294152,Medium,Active
Peak Wealth Solutions,0,625120,0.37294152,Medium,Active
Raskin Planning Group,0,102986,0.37294152,Medium,Active
"Kelly Financial Advisors, LLC",0,591650,0.37294152,Medium,Active
Osaic Wealth,Bradley Hughs,554727,0.37294152,Medium,Active
"Kelly Financial Advisors, LLC",0,591650,0.37294152,Medium,Active
Justabout Wealth Management LLC,0,430382,0.37294152,Medium,Active
Lily Wealth Partners,0,749982,0.37294152,Medium,Active
"Michigan Financial Companies, Inc.",0,568556,0.37294152,Medium,Active
Michigan 401(k) Consultants,0,396265,0.37294152,Medium,Active
Michigan 401(k) Consultants,0,396265,0.37294152,Medium,Active
Pronghorn Wealth Management,0,655753,0.37294152,Medium,Active
Peak Wealth Solutions,0,625120,0.37294152,Medium,Active
Summit Financial Advisors,0,751869,0.37294152,Medium,Active
Onward Financial Network,0,349158,0.37294152,Medium,Active
StarkMiller FBG,0,695400,0.37294152,Medium,Active
"Signature Financial Partners, LLC",0,117439,0.37294152,Medium,Active
Peak Wealth Solutions,0,625120,0.37294152,Medium,Active
Cornerstone Wealth Management,0,642408,0.37294152,Medium,Active
Cornerstone Wealth Management,0,642408,0.37294152,Medium,Active
OneDigital | Investment Fiduciary Services,0,180252,0.37294152,Medium,Active
"Asset Advisors Group, LLC.",0,230326,0.37294152,Medium,Active
Boone River Financial,0,668713,0.37294152,Medium,Active
"Boston Wealth Management, LLC",0,725586,0.37294152,Medium,Active
Alegria Asset Management,0,129811,0.37294152,Medium,Active
Boone River Financial,0,668713,0.37294152,Medium,Active
ClearPath Strategic Cosultants,0,657097,0.37294152,Medium,Active
Summit Financial Advisors,0,751869,0.37294152,Medium,Active
Wharton Wealth Managment,0,750648,0.37294152,Medium,Active
HomeTown 401(k),0,292691,0.37294152,Medium,Active
"Indicon, Inc.",0,293536,0.37294152,Medium,Active
Astor Financial Group,0,615912,0.37294152,Medium,Active
"Asset Advisors Group, LLC.",0,230326,0.37294152,Medium,Active
"Indicon, Inc.",0,293536,0.37294152,Medium,Active
JD Kreps Financial Group,0,102399,0.37294152,Medium,Active
Benefit Management,0,534282,0.37294152,Medium,Active
JD Kreps Financial Group,0,102399,0.37294152,Medium,Active
"Spencer Financial, LLC",0,596410,0.37294152,Medium,Active
Sugarloaf Wealth Management,0,468891,0.37294152,Medium,Active
StarkMiller FBG,0,695400,0.37294152,Medium,Active
"Signature Financial Partners, LLC",0,117439,0.37294152,Medium,Active
Summit Financial Advisors,0,751869,0.37294152,Medium,Active
"The Pinnacle Planning Group, LLC",0,129565,0.37294152,Medium,Active
Evesham Capital Management,0,375418,0.37294152,Medium,Active
Post Game Financial,0,381464,0.36807972,Medium,Active
Creative Financial Group,0,341102,0.36807972,Medium,Active
Creative Financial Group,0,341102,0.36807972,Medium,Active
Sentinel Solutions,0,113428,0.36807972,Medium,Outstanding
JKR and Co.,0,627136,0.36591625,Medium,Active
Fifth Avenue Financial,0,377226,0.3379072,Medium,Active
Verity Asset Management,0,105922,0.31902522,Medium,Active
Redwood Private Wealth,0,559970,0.31902522,Medium,Active
"Element Wealth, LLC",0,239955,0.31902522,Medium,Active
"Stiles Financial Services, Inc.",0,113446,0.31902522,Medium,Active
"Nepsis, Inc",0,678106,0.31902522,Medium,Active
"Apexium Financial, LP",0,225934,0.31902522,Medium,Active
SWBC Investment Services,0,258982,0.31902522,Medium,Active
Financial Life Advisors,0,261095,0.31902522,Medium,Active
Kaye Capital Management,0,405002,0.31902522,Medium,Active
Adcock Financial Group,0,108017,0.31902522,Medium,Active
"M. E. Allison & Co., Inc.",0,532005,0.31902522,Medium,Active
"LJI Wealth Management, LLC",0,483323,0.31902522,Medium,Active
RiversEdge Advisors,0,395082,0.31902522,Medium,Active
Carlson Retirement Plan Services,0,650068,0.31902522,Medium,Active
Leatherback Investments,0,539147,0.31902522,Medium,Active
"ISC Group, Inc.",0,391342,0.31902522,Medium,Active
Integrated Fiduciary Advisory Services,0,647425,0.31902522,Medium,Active
The Glennon-Tipton Group,0,275828,0.31902522,Medium,Active
Cormac Benefits Group,0,129831,0.31902522,Medium,Outstanding
Wells Fargo Advisors LLC,0,107476,0.31902522,Medium,Active
RBJ Wealth Management,0,330268,0.31902522,Medium,Active
Confluence Financial Partners,0,687400,0.31902522,Medium,Active
RiversEdge Advisors,0,395082,0.31902522,Medium,Active
"Perigon Wealth Management, LLC.",0,176169,0.31902522,Medium,Active
"Financial Integrity Resource Management, LLC",0,291887,0.31902522,Medium,Active
e² Retirement Consulting,0,104699,0.31902522,Medium,Active
Aspen Group Benefit Advisors,0,108137,0.31902522,Medium,Active
"Perigon Wealth Management, LLC.",0,176169,0.31902522,Medium,Active
"Pinnacle Pension Consultants, LLC",0,115008,0.31902522,Medium,Active
Accelerate Retirement - Eric Carlson,0,531191,0.31902522,Medium,Active
"Diversified Global Investment Strategies, LLC",0,104641,0.31902522,Medium,Active
Marietta Wealth Management,0,282822,0.31902522,Medium,Active
RiversEdge Advisors,0,395082,0.31902522,Medium,Active
Carlson Retirement Plan Services,0,650068,0.3066569,Medium,Active
"Summit Group 401(k) Consulting, an Alera Group Company",0,103215,0.305527,Medium,Active
"Summit Group 401(k) Consulting, an Alera Group Company",0,103215,0.305527,Medium,Active
Fiduciary Pension Partners,0,102164,0.29554078,Low,Active
MML INVESTORS SERVICES,0,110100,0.28030553,Low,Active
"Financial Guide, LLC",0,101100,0.27416253,Low,Active
"Financial Guide, LLC",0,101100,0.27416253,Low,Active
Redwood Private Wealth,0,559970,0.26964808,Low,Active
Prime Capital Retirement,0,185918,0.26964808,Low,Active
Keystone Benefits Group,0,105679,0.26964808,Low,Active
Redwood Private Wealth,0,559970,0.26964808,Low,Active
EverThrive Financial Group,0,109048,0.26964808,Low,Active
Bruton Chisnell Advisors,0,134015,0.26964808,Low,Active
Penn Advisors Financial Resources,0,102681,0.26964808,Low,Active
Monarch Plan Advisors,0,171697,0.26964808,Low,Active
Robert W. Baird & Co. Incorporated *,0,409561,0.26964808,Low,Active
The 401K Shop,0,107181,0.26964808,Low,Active
Retirement Analytics,0,128862,0.26964808,Low,Active
"Crown Risk Management, LLC",0,167270,0.26964808,Low,Active
"Legacy Executive Benefits, LLC",0,116355,0.26964808,Low,Active
Financial Craftsmen,0,104657,0.25202256,Low,Active
"Wealth Advisory Group, Inc.",0,110826,0.25202256,Low,Active
"Wealth Enhancement Advisory Services, LLC",0,317615,0.25202256,Low,Outstanding
"Pinnacle Pension Consultants, LLC",0,115008,0.25202256,Low,Active
"Wealth Enhancement Advisory Services, LLC",0,317615,0.25202256,Low,Outstanding
"Mosaic Capital Group, LLC",0,342525,0.25202256,Low,Active
"Mosaic Capital Group, LLC",0,342525,0.25202256,Low,Active
"Mosaic Capital Group, LLC",0,342525,0.25202256,Low,Active
"Pinnacle Pension Consultants, LLC",0,115008,0.25202256,Low,Active
UBS - test company,0,128230,0.2427574,Low,Active
"UBS Financial Services, Inc.",0,229049,0.2427574,Low,Active
UBS - test company,0,128230,0.2427574,Low,Active
Raymond James,0,145918,0.2427574,Low,Active
UBS - test company,0,128230,0.2427574,Low,Active
"UBS Financial Services, Inc.",0,229049,0.2427574,Low,Active
Midlands Financial,0,242077,0.23739015,Low,Active
RetireRight,0,314283,0.23739015,Low,Active
IVC Wealth Advisors,0,114877,0.22075963,Low,Active
Leading Edge Wealth Advisors,0,397796,0.22075963,Low,Active
IVC Wealth Advisors,0,114877,0.22075963,Low,Active
Flagstar Advisors,0,173092,0.22075963,Low,Active
The Fischetti Barry Family Wealth Planning Group,0,559359,0.2133254,Low,Active
Sentinel Solutions,0,113428,0.20483528,Low,Outstanding
Commonwealth 401k Advisory,0,378933,0.20483528,Low,Active
Ahrens Financial Group,0,334895,0.20483528,Low,Active
"Nexus Advisors, LLC",0,449604,0.20483528,Low,Outstanding
"Nexus Advisors, LLC",0,449604,0.20483528,Low,Outstanding
Onorato Financial Group,0,541785,0.20483528,Low,Active
Lenox Advisors,0,376386,0.20483528,Low,Active
Creative Financial Strategies,0,378042,0.20483528,Low,Active
Kammeraad Financial Group,0,656611,0.20483528,Low,Active
Haycox Financial Group,0,134284,0.20483528,Low,Active
Onorato Financial Group,0,541785,0.20483528,Low,Active
MacWhinnie Financial Group,0,114856,0.20483528,Low,Active
MacWhinnie Financial Group,0,114856,0.20483528,Low,Active
Haycox Financial Group,0,134284,0.20483528,Low,Active
Creative Financial Strategies,0,378042,0.20483528,Low,Active
"New England Retirement Consultants, LLC",0,465711,0.20135623,Low,Active
"Fiduciary Advisors, LLC",0,157792,0.20135623,Low,Active
"New England Retirement Consultants, LLC",0,465711,0.20135623,Low,Active
"Fiduciary Advisors, LLC",0,157792,0.20135623,Low,Active
"Charles Stephen and Company, Inc.",0,175529,0.19520926,Low,Active
"Hendricks & Associates, Inc.",0,293210,0.19520926,Low,Active
Osaic Advisors,0,636284,0.19520926,Low,Active
Pronghorn Wealth Management,0,655753,0.1946756,Low,Active
Next Step Retirement & Insurance Services,0,511008,0.1946756,Low,Active
OneDigital | Retirement Services,0,109589,0.1946756,Low,Active
Retirement Plan Solutions,0,550650,0.1946756,Low,Active
Pronghorn Wealth Management,0,655753,0.1946756,Low,Active
OneDigital | Retirement Services,0,109589,0.1946756,Low,Active
OneDigital | Retirement Services,0,109589,0.1946756,Low,Active
Beneco,0,202868,0.19125642,Low,Active
NFP Corp.,0,314174,0.19125642,Low,Active
NFP Corp.,0,314174,0.19125642,Low,Active
NFP Corp.,0,314174,0.19125642,Low,Active
Trinity Retirement Solutions,0,564780,0.18865436,Low,Active
Trinity Retirement Solutions,0,564780,0.18865436,Low,Active
"New England Retirement Consultants, LLC",0,465711,0.18865436,Low,Active
Witzig Financial Strategies,0,105754,0.18865436,Low,Active
Accelerate Retirement – Jared Shaft,0,735166,0.18865436,Low,Active
Sikich Financial,0,124477,0.18769541,Low,Active
Boone River Financial,0,668713,0.18769541,Low,Active
Ferrito & O’Gormon Financial Group,0,651607,0.18769541,Low,Active
Osaic Wealth -,Osaic Default,335152,0.18769541,Low,Active
Sikich Financial,0,124477,0.18769541,Low,Active
"Michigan Financial Companies, Inc.",0,568556,0.18769541,Low,Active
"Michigan Financial Companies, Inc.",0,568556,0.18769541,Low,Active
The Baldwin Group,0,564707,0.18174075,Low,Active
Creative Financial Group,0,341102,0.18009482,Low,Active
Integrated Wealth Solutions,0,102376,0.1676065,Low,Active
Kammeraad Financial Group,0,656611,0.1676065,Low,Active
Commonwealth 401k Advisory,0,378933,0.1676065,Low,Active
"Vital Planning Group, LLC.",0,377415,0.1676065,Low,Active
First Financial Group,0,552426,0.1659,Low,Active
Texas Capital Bank,0,732435,0.16320063,Low,Active
"Point Sur Advisors, LLC",0,386141,0.16109186,Low,Active
"Point Sur Advisors, LLC",0,386141,0.16109186,Low,Active
"Lindberg & Ripple, Inc.",0,128813,0.16109186,Low,Active
Great Lakes Retirement Plan Consultants,0,614815,0.16109186,Low,Outstanding
AssuredPartners,0,102022,0.16109186,Low,Active
"New England Retirement Consultants, LLC",0,465711,0.16109186,Low,Active
Pendleton Financial,0,586374,0.16109186,Low,Active
Adcock Financial Group,0,108017,0.16109186,Low,Active
AdvisorySouth,0,113517,0.16109186,Low,Active
"Stiles Financial Services, Inc.",0,113446,0.16109186,Low,Active
AssuredPartners,0,102022,0.16109186,Low,Active
"ProEast Asset Management, LLC",0,371533,0.16109186,Low,Active
Castle Financial LLC,0,633701,0.16109186,Low,Active
Carnegie Investment Counsel,0,116910,0.16109186,Low,Active
Flywheel Financial,0,641585,0.15530592,Low,Active
Flywheel Financial,0,641585,0.15530592,Low,Active
Equitable Advisors,0,105617,0.15519325,Low,Active
Equitable Advisors,0,105617,0.15519325,Low,Active
The Hodge Williams Group (aka The HWH Group),0,390636,0.14679001,Low,Active
Linscomb & Williams,0,444207,0.14679001,Low,Active
"Wealth Advisory Group, Inc.",0,110826,0.14434347,Low,Active
KerberRose,0,116417,0.14434347,Low,Active
KerberRose,0,116417,0.1409484,Low,Active
Octavia Wealth Advisors,0,230331,0.1409484,Low,Active
Wells Fargo Advisors LLC,0,107476,0.1409484,Low,Active
"Chappelle Consulting Group, Inc.",0,104275,0.1409484,Low,Active
LDI Advisers,0,728343,0.1409484,Low,Active
"Chappelle Consulting Group, Inc.",0,104275,0.1409484,Low,Active
Saiph Capital,0,503804,0.1409484,Low,Active
KerberRose,0,116417,0.1409484,Low,Active
Three Cord True Wealth Management,0,460187,0.1409484,Low,Active
"LJI Wealth Management, LLC",0,483323,0.1409484,Low,Active
Park Capital Management,0,285638,0.1409484,Low,Active
"LJI Wealth Management, LLC",0,483323,0.1409484,Low,Active
MetLife Test,0,161446,0.14049077,Low,Active
Bridge Investment Group,0,254639,0.14049077,Low,Terminated
VFA Default Company,0,335473,0.14049077,Low,Active
MetLife Test,0,161446,0.14049077,Low,Active
VFA Default Company,0,335473,0.14049077,Low,Active
Capital Street,0,271365,0.14049077,Low,Terminated
Adcock Financial Group,0,108017,0.14017186,Low,Active
Adcock Financial Group,0,108017,0.14017186,Low,Active
BankPlus Wealth Management,0,538514,0.13955246,Low,Active
Correct Capital Wealth Management,0,691613,0.13308029,Low,Active
BOK Financial,0,194137,0.13308029,Low,Active
RPS Retirement Plan Advisors,0,569337,0.13308029,Low,Active
"Parkwoods Wealth Partners, LLC.",0,693778,0.13299787,Low,Active
DC Retirement Strategies,0,210179,0.13299787,Low,Active
Octavia Wealth Advisors,0,230331,0.13299787,Low,Active
Octavia Wealth Advisors,0,230331,0.13299787,Low,Active
DC Retirement Strategies,0,210179,0.13299787,Low,Active
"Intelligence Driven Advisers, LLC.",0,102369,0.13299787,Low,Active
"Intelligence Driven Advisers, LLC.",0,102369,0.13299787,Low,Active
Frank Leonard- VFA,0,262125,0.12942806,Low,Active
Nelson Retirement Solutions,0,376489,0.12942806,Low,Active
Michele Medugno - Voya Financial Advisors,0,252290,0.12942806,Low,Active
Michele Medugno - Voya Financial Advisors,0,252290,0.12942806,Low,Active
"Financial Management Network, Inc.",0,102007,0.12809023,Low,Active
"Financial Management Network, Inc.",0,102007,0.12809023,Low,Active
Carnegie Investment Counsel,0,116910,0.12757953,Low,Active
Redwood Private Wealth,0,559970,0.12757953,Low,Active
Carnegie Investment Counsel,0,116910,0.12757953,Low,Active
"Redfield Financial Group, LLC",0,205420,0.12757953,Low,Active
"WestHill Financial Advisors, Inc.",0,107127,0.12757953,Low,Active
Collective Advisors,0,102996,0.12757953,Low,Active
Carlson Retirement Plan Services,0,650068,0.12757953,Low,Active
Carlson Retirement Plan Services,0,650068,0.12757953,Low,Active
"Levine Group, Inc.",0,105815,0.12757953,Low,Active
"WestHill Financial Advisors, Inc.",0,107127,0.12757953,Low,Active
"Point Sur Advisors, LLC",0,386141,0.12757953,Low,Active
Monarch Plan Advisors,0,171697,0.12757953,Low,Active
AssetMark Retirement Services,0,341601,0.12757953,Low,Active
"Strategic Retirement Partners, LLC",0,105292,0.12757953,Low,Active
AssuredPartners,0,102022,0.12757953,Low,Active
Founders Financial - Home Office,0,397946,0.12757953,Low,Active
"Point Sur Advisors, LLC",0,386141,0.12757953,Low,Active
Blueprint Financial Corporation,0,285528,0.12757953,Low,Active
Blueprint Financial Corporation,0,285528,0.12757953,Low,Active
Waypoint Financial Advisors,0,181318,0.12757953,Low,Active
Adcock Financial Group,0,108017,0.12757953,Low,Active
Strategic Retirement Partners,0,101239,0.12757953,Low,Active
Accelerate Retirement- LB,0,535274,0.12757953,Low,Active
"Fiduciary Advisors, LLC",0,157792,0.1207118,Low,Active
"Sittner & Nelson, LLC",0,375456,0.1207118,Low,Active
"Parallel Advisors, LLC",0,218399,0.1204272,Low,Active
"Parallel Advisors, LLC",0,218399,0.1204272,Low,Active
"Parallel Advisors, LLC",0,218399,0.1204272,Low,Active
12 point Custom Scoring Sample,0,638297,0.1204272,Low,Active
"TrueWealth Advisors, LLC",0,757693,0.11954676,Low,Active
Strategic Retirement Partners,0,276048,0.11954676,Low,Active
Strategic Retirement Partners,0,276048,0.11954676,Low,Active
Hakco Financial,0,102350,0.11954676,Low,Active
Strategic Retirement Partners,0,276048,0.11954676,Low,Active
Principal Financial Group- Matt Neff,0,116389,0.11954676,Low,Outstanding
OneDigital,0,106584,0.11954676,Low,Active
Strategic Retirement Partners,0,276048,0.11954676,Low,Active
Carson Group Default Company,0,549335,0.11954676,Low,Active
Hakco Financial,0,102350,0.11954676,Low,Active
"TrueWealth Advisors, LLC",0,757693,0.11954676,Low,Active
Principal Financial Group- Matt Neff,0,116389,0.11954676,Low,Outstanding
Nelson Retirement Solutions,0,376489,0.11241408,Low,Active
Nelson Retirement Solutions,0,376489,0.11241408,Low,Active
"The BlackOak Group, LLC",0,160196,0.11130026,Low,Active
"Benefit Planning Specialist, Inc.",0,112889,0.11130026,Low,Active
Baird - Kathryn Nusbaum Institutional Consultant,0,553504,0.11130026,Low,Active
OneGroup Retirement Advisors,0,678330,0.11130026,Low,Active
FinTrust Capital Advisors,0,259515,0.10556563,Low,Active
BCG 401(k) Advisors,0,620474,0.10556563,Low,Active
AssetMark Retirement Services,0,341601,0.10449726,Low,Active
Oakbourne Advisors,0,431152,0.10449726,Low,Active
RPS Retirement Plan Advisors,0,569337,0.10449726,Low,Active
CBIZ Retirement Plan Services,0,118941,0.10283636,Low,Active
"Halcyon Wealth Advisors, LLC",0,260445,0.10045192,Low,Active
"Levine Group, Inc.",0,105815,0.099497065,Low,Active
Three Cord True Wealth Management,0,460187,0.099497065,Low,Active
Ironwood Retirement Plan Consultants,0,105471,0.099497065,Low,Active
Octavia Wealth Advisors,0,230331,0.099497065,Low,Active
Ivy Wealth Management,0,471327,0.099497065,Low,Active
Accelerate Retirement- Jared Hollands,0,531775,0.099497065,Low,Active
Veery Capital,0,102676,0.099497065,Low,Active
Veery Capital,0,102676,0.099497065,Low,Active
Dewhurst Wealth Management,0,458691,0.099497065,Low,Active
Argent Retirement Plan Advisors,0,109873,0.099497065,Low,Active
"Stokes Family Office, LLC",0,369862,0.099497065,Low,Active
Gutierrez Wealth Advisory,0,581683,0.099497065,Low,Active
"HHM Wealth Advisors, LLC ",0,213990,0.099497065,Low,Active
"Levine Group, Inc.",0,105815,0.099497065,Low,Active
V Wealth,0,534329,0.099497065,Low,Active
Argent Retirement Plan Advisors,0,109873,0.099497065,Low,Active
Ferrito & O’Gormon Financial Group,0,651607,0.098826386,Low,Active
Finturity,0,765185,0.098826386,Low,Active
OneDigital | Investment Fiduciary Services,0,180252,0.098826386,Low,Active
"Morgan Capital Solutions, LLC",0,462377,0.098826386,Low,Active
Evesham Capital Management,0,375418,0.098826386,Low,Active
Next Step Retirement & Insurance Services,0,511008,0.098826386,Low,Active
Evesham Capital Management,0,375418,0.098826386,Low,Active
Benefit Management,0,534282,0.098826386,Low,Active
Finturity,0,765185,0.098826386,Low,Active
Ferrito & O’Gormon Financial Group,0,651607,0.098826386,Low,Active
HomeTown 401(k),0,292691,0.098826386,Low,Active
Riverbend Financial Group,0,531455,0.098826386,Low,Active
StarkMiller FBG,0,695400,0.098826386,Low,Active
Summit Financial Advisors,0,751869,0.098826386,Low,Active
"The Pinnacle Planning Group, LLC",0,129565,0.098826386,Low,Active
"Underhill Financial Advisors, LLC",0,265627,0.098826386,Low,Active
Onward Financial Network,0,349158,0.098826386,Low,Active
PRJ Insurance & Wealth Management Inc.,0,592971,0.098826386,Low,Active
OneDigital,0,303703,0.098826386,Low,Active
Riverbend Financial Group,0,531455,0.098826386,Low,Active
Osaic Wealth Inc. - Robert Seal,0,721510,0.098826386,Low,Active
Legacy Retirement Plan Services,0,549614,0.098826386,Low,Active
Next Step Retirement & Insurance Services,0,511008,0.098826386,Low,Active
Osaic Wealth,Bradley Hughs,554727,0.098826386,Low,Active
Onward Financial Network,0,349158,0.098826386,Low,Active
"The Pinnacle Planning Group, LLC",0,129565,0.098826386,Low,Active
OneDigital,0,303703,0.098826386,Low,Active
The George Group,0,390852,0.09869243,Low,Active
The George Group,0,390852,0.09869243,Low,Active
Smith Thornton Advisors,0,614591,0.09739918,Low,Active
"Capstone Private Wealth, LLC.",0,101759,0.09739918,Low,Active
"Capstone Private Wealth, LLC.",0,101759,0.09739918,Low,Active
Barnum Financial Group,0,378947,0.09248611,Low,Active
"Ravo Financial Strategies, LLC",0,114806,0.09248611,Low,Active
CGI Wealth Management/Commonwealth,0,548717,0.09248611,Low,Active
Barnum Financial Group,0,378947,0.09248611,Low,Active
Pensionmark,0,122245,0.092211984,Low,Active
BankPlus Wealth Management,0,538514,0.09168486,Low,Active
BankPlus Wealth Management,0,538514,0.09168486,Low,Active
RPAG Admin,0,182534,0.090699814,Low,Active
Flagstar Advisors,0,173092,0.090699814,Low,Active
Marsh & McLennan Agency,0,512989,0.090699814,Low,Active
Flagstar Advisors,0,173092,0.090699814,Low,Active
Old Dominion Investment & Retirement Advisors,0,255253,0.090699814,Low,Active
Lily Wealth Partners,0,749982,0.09030733,Low,Active
Lily Wealth Partners,0,749982,0.09030733,Low,Active
OneDigital,0,238458,0.09030733,Low,Active
